id,file,s,t,C,W
1067,Grafi/grafo022.gr,142653,145534,82406,48384
1068,Grafi/grafo022.gr,142653,145534,78800,53830
1069,Grafi/grafo022.gr,142653,145534,71488,57348
1070,Grafi/grafo022.gr,142653,145534,90705,60909
1071,Grafi/grafo022.gr,143792,148815,98977,40255
1072,Grafi/grafo022.gr,143792,148815,96850,46660
1073,Grafi/grafo022.gr,143792,148815,90270,54831
1074,Grafi/grafo022.gr,143792,148815,95261,57723
1075,Grafi/grafo022.gr,143792,148815,71146,64971
1076,Grafi/grafo022.gr,149894,144005,72702,44319
1077,Grafi/grafo022.gr,149894,144005,89853,49061
1078,Grafi/grafo022.gr,149894,144005,82765,50751
1079,Grafi/grafo022.gr,149894,144005,95228,58912
1080,Grafi/grafo022.gr,149894,144005,93522,60862
1081,Grafi/grafo022.gr,144101,141924,80785,40672
1082,Grafi/grafo022.gr,144101,141924,102549,45634
1083,Grafi/grafo022.gr,144101,141924,84415,53246
1084,Grafi/grafo022.gr,144101,141924,86737,57555
1085,Grafi/grafo022.gr,144101,141924,102695,63644
1086,Grafi/grafo022.gr,205077,146886,81506,42959
1087,Grafi/grafo022.gr,205077,146886,88540,48297
1088,Grafi/grafo022.gr,205077,146886,90612,53096
1089,Grafi/grafo022.gr,205077,146886,78201,55353
1090,Grafi/grafo022.gr,205077,146886,103165,64447
1091,Grafi/grafo022.gr,148421,149021,95830,43660
1092,Grafi/grafo022.gr,148421,149021,93857,47006
1093,Grafi/grafo022.gr,148421,149021,86164,50994
1094,Grafi/grafo022.gr,148421,149021,96234,56455
1095,Grafi/grafo022.gr,148421,149021,75067,63446
1096,Grafi/grafo022.gr,213684,148533,90036,41715
1097,Grafi/grafo022.gr,213684,148533,75999,47632
1098,Grafi/grafo022.gr,213684,148533,89060,53246
1099,Grafi/grafo022.gr,213684,148533,100172,56864
1100,Grafi/grafo022.gr,213684,148533,77550,62740
1101,Grafi/grafo023.gr,145777,144925,80528,44966
1102,Grafi/grafo023.gr,145777,144925,76880,47257
1103,Grafi/grafo023.gr,145777,144925,84845,53110
1104,Grafi/grafo023.gr,145777,144925,87043,58371
1105,Grafi/grafo023.gr,145777,144925,88641,62428
1106,Grafi/grafo023.gr,142870,148772,73713,42147
1107,Grafi/grafo023.gr,142870,148772,80649,49335
1108,Grafi/grafo023.gr,142870,148772,94805,50545
1109,Grafi/grafo023.gr,142870,148772,98101,55620
1110,Grafi/grafo023.gr,142870,148772,102426,64760
1111,Grafi/grafo023.gr,150190,149951,100306,44626
1112,Grafi/grafo023.gr,150190,149951,75644,46552
1113,Grafi/grafo023.gr,150190,149951,95512,53797
1114,Grafi/grafo023.gr,150190,149951,91320,59190
1115,Grafi/grafo023.gr,150190,149951,95049,62461
1116,Grafi/grafo023.gr,146229,150156,83674,42571
1117,Grafi/grafo023.gr,146229,150156,94137,49957
1118,Grafi/grafo023.gr,146229,150156,98336,52167
1119,Grafi/grafo023.gr,146229,150156,92679,55266
1120,Grafi/grafo023.gr,146229,150156,77308,61005
1121,Grafi/grafo023.gr,151477,143926,72397,41402
1122,Grafi/grafo023.gr,151477,143926,74398,48754
1123,Grafi/grafo023.gr,151477,143926,72615,52857
1124,Grafi/grafo023.gr,151477,143926,91825,58502
1125,Grafi/grafo023.gr,151477,143926,72641,60136
1126,Grafi/grafo023.gr,143280,149461,86498,43443
1127,Grafi/grafo023.gr,143280,149461,95445,46145
1128,Grafi/grafo023.gr,143280,149461,104625,54770
1129,Grafi/grafo023.gr,143280,149461,89092,58562
1130,Grafi/grafo023.gr,143280,149461,72310,62212
1131,Grafi/grafo023.gr,140296,148612,86227,42726
1132,Grafi/grafo023.gr,140296,148612,90129,48569
1133,Grafi/grafo023.gr,140296,148612,91016,50352
1134,Grafi/grafo023.gr,140296,148612,87829,57738
1135,Grafi/grafo023.gr,140296,148612,92990,62264
1136,Grafi/grafo023.gr,145023,149770,74512,43343
1137,Grafi/grafo023.gr,145023,149770,81642,48567
1138,Grafi/grafo023.gr,145023,149770,97198,52516
1139,Grafi/grafo023.gr,145023,149770,87278,59596
1140,Grafi/grafo023.gr,145023,149770,72105,62479
1141,Grafi/grafo023.gr,145454,145571,78492,43017
1142,Grafi/grafo023.gr,145454,145571,88640,48032
1143,Grafi/grafo023.gr,145454,145571,80757,52313
1144,Grafi/grafo023.gr,145454,145571,83039,58004
1145,Grafi/grafo023.gr,145454,145571,70622,61306
1146,Grafi/grafo023.gr,149722,143767,89437,43161
1147,Grafi/grafo023.gr,149722,143767,87084,46748
1148,Grafi/grafo023.gr,149722,143767,86294,52208
1149,Grafi/grafo023.gr,149722,143767,70856,58852
1150,Grafi/grafo023.gr,149722,143767,95510,60808
1151,Grafi/grafo024.gr,148647,146456,87874,40880
1152,Grafi/grafo024.gr,148647,146456,80904,47991
1153,Grafi/grafo024.gr,148647,146456,82141,54343
1154,Grafi/grafo024.gr,148647,146456,84437,57447
1155,Grafi/grafo024.gr,148647,146456,101214,62898
1156,Grafi/grafo024.gr,145670,150160,70310,40497
1157,Grafi/grafo024.gr,145670,150160,75760,45380
1158,Grafi/grafo024.gr,145670,150160,88806,54289
1159,Grafi/grafo024.gr,145670,150160,104110,57241
1160,Grafi/grafo024.gr,145670,150160,77980,64031
1161,Grafi/grafo024.gr,148169,145653,99722,40983
1162,Grafi/grafo024.gr,148169,145653,72152,48962
1163,Grafi/grafo024.gr,148169,145653,92397,53649
1164,Grafi/grafo024.gr,148169,145653,71930,59436
1165,Grafi/grafo024.gr,148169,145653,71289,60750
1166,Grafi/grafo024.gr,144110,146021,99718,42744
1167,Grafi/grafo024.gr,144110,146021,104687,47596
1168,Grafi/grafo024.gr,144110,146021,79871,50239
1169,Grafi/grafo024.gr,144110,146021,100913,56694
1170,Grafi/grafo024.gr,144110,146021,83570,64911
1171,Grafi/grafo024.gr,143814,151644,95569,43614
1172,Grafi/grafo024.gr,143814,151644,96590,46502
1173,Grafi/grafo024.gr,143814,151644,90457,52894
1174,Grafi/grafo024.gr,143814,151644,88326,57570
1175,Grafi/grafo024.gr,143814,151644,96088,61445
1176,Grafi/grafo024.gr,142121,149636,96435,43153
1177,Grafi/grafo024.gr,142121,149636,75660,49325
1178,Grafi/grafo024.gr,142121,149636,83415,51170
1179,Grafi/grafo024.gr,142121,149636,95997,59781
1180,Grafi/grafo024.gr,142121,149636,102807,61085
1181,Grafi/grafo024.gr,150334,149959,100499,40432
1182,Grafi/grafo024.gr,150334,149959,83832,47272
1183,Grafi/grafo024.gr,150334,149959,104864,50706
1184,Grafi/grafo024.gr,150334,149959,83974,58318
1185,Grafi/grafo024.gr,150334,149959,74725,61831
1186,Grafi/grafo024.gr,151590,149119,86531,44170
1187,Grafi/grafo024.gr,151590,149119,90617,46229
1188,Grafi/grafo024.gr,151590,149119,100720,50877
1189,Grafi/grafo024.gr,151590,149119,97573,57126
1190,Grafi/grafo024.gr,151590,149119,97913,64913
1191,Grafi/grafo024.gr,145789,148200,99865,41998
1192,Grafi/grafo024.gr,145789,148200,76559,49823
1193,Grafi/grafo024.gr,145789,148200,83053,53590
1194,Grafi/grafo024.gr,145789,148200,83298,59452
1195,Grafi/grafo024.gr,145789,148200,81775,61782
1196,Grafi/grafo024.gr,142751,143755,72671,40865
1197,Grafi/grafo024.gr,142751,143755,74751,47184
1198,Grafi/grafo024.gr,142751,143755,96763,51202
1199,Grafi/grafo024.gr,142751,143755,98819,55309
1200,Grafi/grafo024.gr,142751,143755,71504,61646
1201,Grafi/grafo025.gr,150163,142012,93192,42928
1202,Grafi/grafo025.gr,150163,142012,94633,48062
1203,Grafi/grafo025.gr,150163,142012,76572,54727
1204,Grafi/grafo025.gr,150163,142012,90319,55448
1205,Grafi/grafo025.gr,150163,142012,92167,60573
1206,Grafi/grafo025.gr,148646,141960,94122,42776
1207,Grafi/grafo025.gr,148646,141960,104391,47743
1208,Grafi/grafo025.gr,148646,141960,94484,54473
1209,Grafi/grafo025.gr,148646,141960,91001,56282
1210,Grafi/grafo025.gr,148646,141960,98821,63220
1211,Grafi/grafo025.gr,148535,151668,95899,44449
1212,Grafi/grafo025.gr,148535,151668,82504,48172
1213,Grafi/grafo025.gr,148535,151668,88379,50541
1214,Grafi/grafo025.gr,148535,151668,94571,57255
1215,Grafi/grafo025.gr,148535,151668,83503,63795
1216,Grafi/grafo025.gr,148374,148691,98531,40858
1217,Grafi/grafo025.gr,148374,148691,91217,48234
1218,Grafi/grafo025.gr,148374,148691,77635,53260
1219,Grafi/grafo025.gr,148374,148691,88093,58175
1220,Grafi/grafo025.gr,148374,148691,93623,63432
1221,Grafi/grafo025.gr,204996,146721,80904,42464
1222,Grafi/grafo025.gr,204996,146721,84467,49143
1223,Grafi/grafo025.gr,204996,146721,84260,51428
1224,Grafi/grafo025.gr,204996,146721,86548,59565
1225,Grafi/grafo025.gr,204996,146721,73620,62440
1226,Grafi/grafo025.gr,146906,149051,89212,40519
1227,Grafi/grafo025.gr,146906,149051,94106,48432
1228,Grafi/grafo025.gr,146906,149051,74132,51850
1229,Grafi/grafo025.gr,146906,149051,99154,59742
1230,Grafi/grafo025.gr,146906,149051,97601,61815
1231,Grafi/grafo025.gr,148851,151673,92039,40345
1232,Grafi/grafo025.gr,148851,151673,92510,46528
1233,Grafi/grafo025.gr,148851,151673,80400,53394
1234,Grafi/grafo025.gr,148851,151673,94806,57842
1235,Grafi/grafo025.gr,148851,151673,86851,64203
1236,Grafi/grafo025.gr,145397,146597,77060,43967
1237,Grafi/grafo025.gr,145397,146597,101995,45852
1238,Grafi/grafo025.gr,145397,146597,91659,50608
1239,Grafi/grafo025.gr,145397,146597,71647,55665
1240,Grafi/grafo025.gr,145397,146597,87483,63084
1241,Grafi/grafo025.gr,146266,143458,79842,42532
1242,Grafi/grafo025.gr,146266,143458,82957,49581
1243,Grafi/grafo025.gr,146266,143458,73027,52126
1244,Grafi/grafo025.gr,146266,143458,96871,59397
1245,Grafi/grafo025.gr,146266,143458,87326,61905
1246,Grafi/grafo025.gr,146475,205042,89768,42995
1247,Grafi/grafo025.gr,146475,205042,90125,46842
1248,Grafi/grafo025.gr,146475,205042,104358,52876
1249,Grafi/grafo025.gr,146475,205042,81336,55362
1250,Grafi/grafo025.gr,146475,205042,97021,64914
1251,Grafi/grafo026.gr,151784,204972,87380,43599
1252,Grafi/grafo026.gr,151784,204972,88303,49184
1253,Grafi/grafo026.gr,151784,204972,77102,54715
1254,Grafi/grafo026.gr,151784,204972,80417,57528
1255,Grafi/grafo026.gr,151784,204972,89206,64799
1256,Grafi/grafo026.gr,142840,150185,86498,42717
1257,Grafi/grafo026.gr,142840,150185,80791,45400
1258,Grafi/grafo026.gr,142840,150185,81477,54950
1259,Grafi/grafo026.gr,142840,150185,74056,59126
1260,Grafi/grafo026.gr,142840,150185,85361,62697
1261,Grafi/grafo026.gr,151420,143930,74154,43552
1262,Grafi/grafo026.gr,151420,143930,84685,47110
1263,Grafi/grafo026.gr,151420,143930,85859,50987
1264,Grafi/grafo026.gr,151420,143930,95550,55108
1265,Grafi/grafo026.gr,151420,143930,73076,60800
1266,Grafi/grafo026.gr,143831,148680,92168,40343
1267,Grafi/grafo026.gr,143831,148680,99270,46294
1268,Grafi/grafo026.gr,143831,148680,84754,52173
1269,Grafi/grafo026.gr,143831,148680,74919,55570
1270,Grafi/grafo026.gr,143831,148680,81899,64531
1271,Grafi/grafo026.gr,150275,142101,100146,43179
1272,Grafi/grafo026.gr,150275,142101,77122,49008
1273,Grafi/grafo026.gr,150275,142101,91685,52090
1274,Grafi/grafo026.gr,150275,142101,101744,57375
1275,Grafi/grafo026.gr,150275,142101,71343,60101
1276,Grafi/grafo026.gr,151836,145888,93373,40350
1277,Grafi/grafo026.gr,151836,145888,81762,46440
1278,Grafi/grafo026.gr,151836,145888,98518,52218
1279,Grafi/grafo026.gr,151836,145888,94317,56823
1280,Grafi/grafo026.gr,151836,145888,89952,64660
1281,Grafi/grafo026.gr,142107,146802,71715,40900
1282,Grafi/grafo026.gr,142107,146802,73330,46842
1283,Grafi/grafo026.gr,142107,146802,83497,54539
1284,Grafi/grafo026.gr,142107,146802,93853,59586
1285,Grafi/grafo026.gr,142107,146802,75090,62026
1286,Grafi/grafo026.gr,146219,144157,98966,41551
1287,Grafi/grafo026.gr,146219,144157,74055,46749
1288,Grafi/grafo026.gr,146219,144157,85731,50102
1289,Grafi/grafo026.gr,146219,144157,86431,57763
1290,Grafi/grafo026.gr,146219,144157,74049,62816
1291,Grafi/grafo026.gr,151449,145219,80600,41955
1292,Grafi/grafo026.gr,151449,145219,95264,47565
1293,Grafi/grafo026.gr,151449,145219,93120,52718
1294,Grafi/grafo026.gr,151449,145219,79689,57878
1295,Grafi/grafo026.gr,151449,145219,101893,63093
1296,Grafi/grafo026.gr,145634,143617,98646,42725
1297,Grafi/grafo026.gr,145634,143617,77039,45500
1298,Grafi/grafo026.gr,145634,143617,85828,54476
1299,Grafi/grafo026.gr,145634,143617,88462,58213
1300,Grafi/grafo026.gr,145634,143617,90132,61056
1301,Grafi/grafo027.gr,149252,145600,80642,43498
1302,Grafi/grafo027.gr,149252,145600,82698,49363
1303,Grafi/grafo027.gr,149252,145600,96888,52358
1304,Grafi/grafo027.gr,149252,145600,86973,58058
1305,Grafi/grafo027.gr,149252,145600,81348,63935
1306,Grafi/grafo027.gr,151472,150118,91895,42129
1307,Grafi/grafo027.gr,151472,150118,92223,46619
1308,Grafi/grafo027.gr,151472,150118,92838,53942
1309,Grafi/grafo027.gr,151472,150118,72711,59582
1310,Grafi/grafo027.gr,151472,150118,81041,63716
1311,Grafi/grafo027.gr,143551,143499,87778,40296
1312,Grafi/grafo027.gr,143551,143499,76853,47194
1313,Grafi/grafo027.gr,143551,143499,76032,52388
1314,Grafi/grafo027.gr,143551,143499,98248,57207
1315,Grafi/grafo027.gr,143551,143499,85917,60143
1316,Grafi/grafo027.gr,149092,205181,91884,42068
1317,Grafi/grafo027.gr,149092,205181,78675,48313
1318,Grafi/grafo027.gr,149092,205181,88918,52243
1319,Grafi/grafo027.gr,149092,205181,77921,58158
1320,Grafi/grafo027.gr,149092,205181,77370,64322
1321,Grafi/grafo027.gr,149638,145160,70514,41818
1322,Grafi/grafo027.gr,149638,145160,70007,46295
1323,Grafi/grafo027.gr,149638,145160,100979,50948
1324,Grafi/grafo027.gr,149638,145160,74002,58571
1325,Grafi/grafo027.gr,149638,145160,98678,60642
1326,Grafi/grafo027.gr,145698,151515,92892,41076
1327,Grafi/grafo027.gr,145698,151515,92677,49480
1328,Grafi/grafo027.gr,145698,151515,102066,54903
1329,Grafi/grafo027.gr,145698,151515,76578,58938
1330,Grafi/grafo027.gr,145698,151515,71465,61696
1331,Grafi/grafo027.gr,145623,148835,86187,40593
1332,Grafi/grafo027.gr,145623,148835,103454,49947
1333,Grafi/grafo027.gr,145623,148835,88336,53542
1334,Grafi/grafo027.gr,145623,148835,84130,58394
1335,Grafi/grafo027.gr,145623,148835,73067,63409
1336,Grafi/grafo027.gr,146958,151918,89800,41326
1337,Grafi/grafo027.gr,146958,151918,84751,46979
1338,Grafi/grafo027.gr,146958,151918,73256,51452
1339,Grafi/grafo027.gr,146958,151918,104254,57092
1340,Grafi/grafo027.gr,146958,151918,99828,64300
1341,Grafi/grafo027.gr,148179,146355,81913,40991
1342,Grafi/grafo027.gr,148179,146355,97060,45865
1343,Grafi/grafo027.gr,148179,146355,82243,51311
1344,Grafi/grafo027.gr,148179,146355,95464,58281
1345,Grafi/grafo027.gr,148179,146355,72885,63744
1346,Grafi/grafo027.gr,146261,146121,99220,41085
1347,Grafi/grafo027.gr,146261,146121,86364,49496
1348,Grafi/grafo027.gr,146261,146121,88847,52835
1349,Grafi/grafo027.gr,146261,146121,103532,59875
1350,Grafi/grafo027.gr,146261,146121,93906,60482
1351,Grafi/grafo028.gr,142098,149239,73677,40033
1352,Grafi/grafo028.gr,142098,149239,89897,45893
1353,Grafi/grafo028.gr,142098,149239,79588,52234
1354,Grafi/grafo028.gr,142098,149239,74020,58026
1355,Grafi/grafo028.gr,142098,149239,85616,60892
1356,Grafi/grafo028.gr,151654,148483,82389,40233
1357,Grafi/grafo028.gr,151654,148483,84432,46764
1358,Grafi/grafo028.gr,151654,148483,70307,50493
1359,Grafi/grafo028.gr,151654,148483,100895,56564
1360,Grafi/grafo028.gr,151654,148483,94162,62122
1361,Grafi/grafo028.gr,148460,149647,97960,43824
1362,Grafi/grafo028.gr,148460,149647,81063,48057
1363,Grafi/grafo028.gr,148460,149647,93539,52033
1364,Grafi/grafo028.gr,148460,149647,90418,57533
1365,Grafi/grafo028.gr,148460,149647,82605,60975
1366,Grafi/grafo028.gr,145165,146352,92458,41051
1367,Grafi/grafo028.gr,145165,146352,85647,49105
1368,Grafi/grafo028.gr,145165,146352,98484,53576
1369,Grafi/grafo028.gr,145165,146352,91503,56471
1370,Grafi/grafo028.gr,145165,146352,100439,60833
1371,Grafi/grafo028.gr,150357,151385,95604,44161
1372,Grafi/grafo028.gr,150357,151385,88244,46069
1373,Grafi/grafo028.gr,150357,151385,77552,51362
1374,Grafi/grafo028.gr,150357,151385,74977,57001
1375,Grafi/grafo028.gr,150357,151385,75940,60796
1376,Grafi/grafo028.gr,143779,144015,72606,42341
1377,Grafi/grafo028.gr,143779,144015,101289,47540
1378,Grafi/grafo028.gr,143779,144015,99465,50611
1379,Grafi/grafo028.gr,143779,144015,74803,56792
1380,Grafi/grafo028.gr,143779,144015,90112,62144
1381,Grafi/grafo028.gr,142688,149336,95542,40992
1382,Grafi/grafo028.gr,142688,149336,76350,45040
1383,Grafi/grafo028.gr,142688,149336,101261,50622
1384,Grafi/grafo028.gr,142688,149336,92684,58330
1385,Grafi/grafo028.gr,142688,149336,101171,64165
1386,Grafi/grafo028.gr,146535,146696,76486,44324
1387,Grafi/grafo028.gr,146535,146696,71008,45220
1388,Grafi/grafo028.gr,146535,146696,98224,50429
1389,Grafi/grafo028.gr,146535,146696,76734,56987
1390,Grafi/grafo028.gr,146535,146696,72492,64551
1391,Grafi/grafo028.gr,143309,143552,74970,40273
1392,Grafi/grafo028.gr,143309,143552,89809,49701
1393,Grafi/grafo028.gr,143309,143552,77415,50975
1394,Grafi/grafo028.gr,143309,143552,81068,59391
1395,Grafi/grafo028.gr,143309,143552,90929,64440
1396,Grafi/grafo028.gr,149187,146793,90038,43227
1397,Grafi/grafo028.gr,149187,146793,100406,49031
1398,Grafi/grafo028.gr,149187,146793,97422,51218
1399,Grafi/grafo028.gr,149187,146793,97906,58884
1400,Grafi/grafo028.gr,149187,146793,85091,62922
1401,Grafi/grafo029.gr,151888,146419,89619,43506
1402,Grafi/grafo029.gr,151888,146419,94165,47281
1403,Grafi/grafo029.gr,151888,146419,79559,50761
1404,Grafi/grafo029.gr,151888,146419,79333,57298
1405,Grafi/grafo029.gr,151888,146419,72555,62977
1406,Grafi/grafo029.gr,142807,142700,85389,43990
1407,Grafi/grafo029.gr,142807,142700,77822,46103
1408,Grafi/grafo029.gr,142807,142700,94734,52361
1409,Grafi/grafo029.gr,142807,142700,70112,57839
1410,Grafi/grafo029.gr,142807,142700,84787,64907
1411,Grafi/grafo029.gr,143445,145582,104151,40892
1412,Grafi/grafo029.gr,143445,145582,75236,46283
1413,Grafi/grafo029.gr,143445,145582,79422,54545
1414,Grafi/grafo029.gr,143445,145582,79607,58478
1415,Grafi/grafo029.gr,143445,145582,102724,60585
1416,Grafi/grafo029.gr,143607,143936,90497,44212
1417,Grafi/grafo029.gr,143607,143936,92083,46795
1418,Grafi/grafo029.gr,143607,143936,93718,51297
1419,Grafi/grafo029.gr,143607,143936,71254,55129
1420,Grafi/grafo029.gr,143607,143936,70139,62895
1421,Grafi/grafo029.gr,149489,144172,95346,43861
1422,Grafi/grafo029.gr,149489,144172,91159,45197
1423,Grafi/grafo029.gr,149489,144172,104302,54179
1424,Grafi/grafo029.gr,149489,144172,92845,57650
1425,Grafi/grafo029.gr,149489,144172,75160,63955
1426,Grafi/grafo029.gr,143578,145736,93250,40496
1427,Grafi/grafo029.gr,143578,145736,103958,46911
1428,Grafi/grafo029.gr,143578,145736,72387,51549
1429,Grafi/grafo029.gr,143578,145736,104500,55701
1430,Grafi/grafo029.gr,143578,145736,84987,63121
1431,Grafi/grafo029.gr,149021,143596,89079,43541
1432,Grafi/grafo029.gr,149021,143596,79024,46880
1433,Grafi/grafo029.gr,149021,143596,96164,50644
1434,Grafi/grafo029.gr,149021,143596,99016,59556
1435,Grafi/grafo029.gr,149021,143596,102807,60379
1436,Grafi/grafo029.gr,143928,146848,73280,42060
1437,Grafi/grafo029.gr,143928,146848,97193,49462
1438,Grafi/grafo029.gr,143928,146848,95773,54913
1439,Grafi/grafo029.gr,143928,146848,88640,57503
1440,Grafi/grafo029.gr,143928,146848,82522,64983
1441,Grafi/grafo029.gr,149612,146719,81974,44137
1442,Grafi/grafo029.gr,149612,146719,76775,48478
1443,Grafi/grafo029.gr,149612,146719,72646,50519
1444,Grafi/grafo029.gr,149612,146719,75265,58766
1445,Grafi/grafo029.gr,149612,146719,93081,60569
1446,Grafi/grafo029.gr,148976,143490,81527,44059
1447,Grafi/grafo029.gr,148976,143490,96878,46218
1448,Grafi/grafo029.gr,148976,143490,76342,53735
1449,Grafi/grafo029.gr,148976,143490,81107,59436
1450,Grafi/grafo029.gr,148976,143490,73224,63025
1451,Grafi/grafo030.gr,144983,149484,72118,40461
1452,Grafi/grafo030.gr,144983,149484,71736,47964
1453,Grafi/grafo030.gr,144983,149484,82674,51374
1454,Grafi/grafo030.gr,144983,149484,82184,56295
1455,Grafi/grafo030.gr,144983,149484,76476,62027
1456,Grafi/grafo030.gr,151687,149700,87952,44757
1457,Grafi/grafo030.gr,151687,149700,102934,49276
1458,Grafi/grafo030.gr,151687,149700,92240,50141
1459,Grafi/grafo030.gr,151687,149700,78395,58126
1460,Grafi/grafo030.gr,151687,149700,95212,61479
1461,Grafi/grafo030.gr,145664,142796,99361,43315
1462,Grafi/grafo030.gr,145664,142796,95746,49067
1463,Grafi/grafo030.gr,145664,142796,77568,52218
1464,Grafi/grafo030.gr,145664,142796,100431,58681
1465,Grafi/grafo030.gr,145664,142796,87424,61333
1466,Grafi/grafo030.gr,149826,148714,77025,44246
1467,Grafi/grafo030.gr,149826,148714,70239,49732
1468,Grafi/grafo030.gr,149826,148714,103306,50362
1469,Grafi/grafo030.gr,149826,148714,101129,55516
1470,Grafi/grafo030.gr,149826,148714,73316,62619
1471,Grafi/grafo030.gr,142805,149558,91802,44194
1472,Grafi/grafo030.gr,142805,149558,104542,46989
1473,Grafi/grafo030.gr,142805,149558,100305,54814
1474,Grafi/grafo030.gr,142805,149558,101629,57815
1475,Grafi/grafo030.gr,142805,149558,82944,61165
1476,Grafi/grafo030.gr,146556,146883,99120,41464
1477,Grafi/grafo030.gr,146556,146883,78314,45406
1478,Grafi/grafo030.gr,146556,146883,102588,50700
1479,Grafi/grafo030.gr,146556,146883,95504,59308
1480,Grafi/grafo030.gr,146556,146883,103184,61904
1481,Grafi/grafo030.gr,142067,149889,84296,43791
1482,Grafi/grafo030.gr,142067,149889,78485,48312
1483,Grafi/grafo030.gr,142067,149889,100788,53437
1484,Grafi/grafo030.gr,142067,149889,103934,58081
1485,Grafi/grafo030.gr,142067,149889,100497,61758
1486,Grafi/grafo030.gr,149172,204994,73487,44659
1487,Grafi/grafo030.gr,149172,204994,86315,46870
1488,Grafi/grafo030.gr,149172,204994,91130,51831
1489,Grafi/grafo030.gr,149172,204994,78906,57005
1490,Grafi/grafo030.gr,149172,204994,97910,64274
1491,Grafi/grafo030.gr,148430,150292,89338,44222
1492,Grafi/grafo030.gr,148430,150292,75315,48801
1493,Grafi/grafo030.gr,148430,150292,97511,51692
1494,Grafi/grafo030.gr,148430,150292,77494,56900
1495,Grafi/grafo030.gr,148430,150292,99374,60055
1496,Grafi/grafo030.gr,149877,146186,88018,43205
1497,Grafi/grafo030.gr,149877,146186,91290,48480
1498,Grafi/grafo030.gr,149877,146186,82743,52828
1499,Grafi/grafo030.gr,149877,146186,93624,59041
1500,Grafi/grafo030.gr,149877,146186,82835,64194
1501,Grafi/grafo031.gr,97811,95583,94976,44300
1502,Grafi/grafo031.gr,97811,95583,93145,48682
1503,Grafi/grafo031.gr,97811,95583,96278,53612
1504,Grafi/grafo031.gr,97811,95583,96828,56163
1505,Grafi/grafo031.gr,97811,95583,103614,62264
1506,Grafi/grafo031.gr,102546,93499,79701,42649
1507,Grafi/grafo031.gr,102546,93499,82238,45955
1508,Grafi/grafo031.gr,102546,93499,72897,50409
1509,Grafi/grafo031.gr,102546,93499,75291,59245
1510,Grafi/grafo031.gr,102546,93499,95000,61654
1511,Grafi/grafo031.gr,98212,43815,86661,41282
1512,Grafi/grafo031.gr,98212,43815,71222,48737
1513,Grafi/grafo031.gr,98212,43815,80974,53666
1514,Grafi/grafo031.gr,98212,43815,85515,56425
1515,Grafi/grafo031.gr,98212,43815,75894,62043
1516,Grafi/grafo031.gr,97876,99010,101300,44293
1517,Grafi/grafo031.gr,97876,99010,75613,49527
1518,Grafi/grafo031.gr,97876,99010,77997,54662
1519,Grafi/grafo031.gr,97876,99010,81490,56230
1520,Grafi/grafo031.gr,97876,99010,101621,63875
1521,Grafi/grafo031.gr,100421,99081,104207,40230
1522,Grafi/grafo031.gr,100421,99081,87122,47497
1523,Grafi/grafo031.gr,100421,99081,95364,54083
1524,Grafi/grafo031.gr,100421,99081,85044,57072
1525,Grafi/grafo031.gr,100421,99081,87320,63861
1526,Grafi/grafo031.gr,93241,99804,85319,43673
1527,Grafi/grafo031.gr,93241,99804,84099,45655
1528,Grafi/grafo031.gr,93241,99804,87621,54949
1529,Grafi/grafo031.gr,93241,99804,77060,56544
1530,Grafi/grafo031.gr,93241,99804,95714,63230
1531,Grafi/grafo031.gr,97837,93241,82699,44404
1532,Grafi/grafo031.gr,97837,93241,85142,49433
1533,Grafi/grafo031.gr,97837,93241,97482,50306
1534,Grafi/grafo031.gr,97837,93241,95807,58784
1535,Grafi/grafo031.gr,97837,93241,102440,63757
1536,Grafi/grafo031.gr,98320,98117,80345,43320
1537,Grafi/grafo031.gr,98320,98117,98143,48765
1538,Grafi/grafo031.gr,98320,98117,72956,54581
1539,Grafi/grafo031.gr,98320,98117,102966,56980
1540,Grafi/grafo031.gr,98320,98117,72764,63830
1541,Grafi/grafo031.gr,101896,98814,73126,42573
1542,Grafi/grafo031.gr,101896,98814,96967,45728
1543,Grafi/grafo031.gr,101896,98814,70617,52280
1544,Grafi/grafo031.gr,101896,98814,95042,55780
1545,Grafi/grafo031.gr,101896,98814,79585,63791
1546,Grafi/grafo031.gr,99509,41971,102091,41416
1547,Grafi/grafo031.gr,99509,41971,72839,47886
1548,Grafi/grafo031.gr,99509,41971,84686,54413
1549,Grafi/grafo031.gr,99509,41971,100220,59362
1550,Grafi/grafo031.gr,99509,41971,85902,63593
1551,Grafi/grafo032.gr,42606,42716,75819,40552
1552,Grafi/grafo032.gr,42606,42716,76666,46447
1553,Grafi/grafo032.gr,42606,42716,86005,52107
1554,Grafi/grafo032.gr,42606,42716,77094,58002
1555,Grafi/grafo032.gr,42606,42716,100397,63871
1556,Grafi/grafo032.gr,42000,98137,100052,44034
1557,Grafi/grafo032.gr,42000,98137,77004,49907
1558,Grafi/grafo032.gr,42000,98137,87065,50865
1559,Grafi/grafo032.gr,42000,98137,79783,57751
1560,Grafi/grafo032.gr,42000,98137,84192,61945
1561,Grafi/grafo032.gr,102873,100166,82726,43329
1562,Grafi/grafo032.gr,102873,100166,85064,48335
1563,Grafi/grafo032.gr,102873,100166,101775,51017
1564,Grafi/grafo032.gr,102873,100166,77023,59196
1565,Grafi/grafo032.gr,102873,100166,80854,61838
